0.0049506,-0.00077482,-0.0019999,-0.0014079,-0.00047588,-0.00014913,-7.0384e-05,-4.4296e-05,-1.4021e-05,-3.6283e-06,0.00013644,-5.2652e-05,-8.2113e-06,-1.0033e-05,-1.917e-05,-1.5573e-05,-1.0326e-05,-1.0387e-05,-8.6352e-06,-2.7832e-06
-0.00077482,0.0014519,-0.00035529,-0.00024215,-7.1052e-05,-5.6636e-06,1.8997e-06,-4.3695e-07,-1.3922e-06,3.3949e-07,-5.2652e-05,3.0961e-05,3.2443e-06,3.9091e-06,6.9415e-06,5.2813e-06,2.5659e-06,1.106e-06,1.3126e-07,-2.5018e-07
-0.0019999,-0.00035529,0.0013308,0.00069832,0.00020014,6.3302e-05,3.0047e-05,1.8793e-05,4.6944e-06,3.583e-07,-8.2113e-06,3.2443e-06,1.6771e-06,5.796e-07,9.9736e-07,8.4539e-07,6.514e-07,5.8443e-07,4.5791e-07,1.1574e-07
-0.0014079,-0.00024215,0.00069832,0.00065617,0.00020097,5.1528e-05,2.2223e-05,1.4446e-05,4.4916e-06,6.7451e-07,-1.0033e-05,3.9091e-06,5.796e-07,1.9305e-06,1.6176e-06,1.2135e-06,7.129e-07,7.6728e-07,4.6748e-07,1.8648e-07
-0.00047588,-7.1052e-05,0.00020014,0.00020097,0.0001007,2.5169e-05,9.4607e-06,6.6088e-06,3.7956e-06,1.416e-06,-1.917e-05,6.9415e-06,9.9736e-07,1.6176e-06,4.2448e-06,2.3115e-06,1.3821e-06,1.3638e-06,1.1803e-06,3.9602e-07
-0.00014913,-5.6636e-06,6.3302e-05,5.1528e-05,2.5169e-05,8.8389e-06,3.1748e-06,1.8412e-06,9.991e-07,3.5355e-07,-1.5573e-05,5.2813e-06,8.4539e-07,1.2135e-06,2.3115e-06,3.0274e-06,1.3268e-06,1.3335e-06,1.0966e-06,4.2944e-07
-7.0384e-05,1.8997e-06,3.0047e-05,2.2223e-05,9.4607e-06,3.1748e-06,2.8995e-06,9.3216e-07,4.0996e-07,-2.5245e-09,-1.0326e-05,2.5659e-06,6.514e-07,7.129e-07,1.3821e-06,1.3268e-06,2.1965e-06,1.2989e-06,1.1075e-06,5.1395e-07
-4.4296e-05,-4.3695e-07,1.8793e-05,1.4446e-05,6.6088e-06,1.8412e-06,9.3216e-07,2.2349e-06,4.094e-07,-7.7916e-08,-1.0387e-05,1.106e-06,5.8443e-07,7.6728e-07,1.3638e-06,1.3335e-06,1.2989e-06,3.0109e-06,1.7048e-06,6.0849e-07
-1.4021e-05,-1.3922e-06,4.6944e-06,4.4916e-06,3.7956e-06,9.991e-07,4.0996e-07,4.094e-07,1.3229e-06,1.4459e-07,-8.6352e-06,1.3126e-07,4.5791e-07,4.6748e-07,1.1803e-06,1.0966e-06,1.1075e-06,1.7048e-06,3.2452e-06,6.0233e-07
-3.6283e-06,3.3949e-07,3.583e-07,6.7451e-07,1.416e-06,3.5355e-07,-2.5245e-09,-7.7916e-08,1.4459e-07,1.0102e-06,-2.7832e-06,-2.5018e-07,1.1574e-07,1.8648e-07,3.9602e-07,4.2944e-07,5.1395e-07,6.0849e-07,6.0233e-07,1.3159e-06
